L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,5.0,2.0,2304,ln_pr_normalized,0.6826813744421573,0.002032940723747681,0.08881148488559333,0.001333635881727182,0.4420738008871634,4.663170003550479e-05,300
9,7,2,0.7777777777777778,5.0,3.0,2304,ln_pr_normalized,0.5941586473920356,0.0032329611104032333,0.047497207961374,0.0012562463016058817,0.44350774865174336,4.2507911488672366e-05,300
9,7,2,0.7777777777777778,5.0,4.0,2304,ln_pr_normalized,0.5251003647101203,0.0034093318898786016,0.028175137865306597,0.0008126254683486101,0.44355265548132666,5.317866157671395e-05,300
9,7,2,0.7777777777777778,5.0,5.0,2304,ln_pr_normalized,0.4687362703619171,0.0037384257298740493,0.01856621061821683,0.0005678031820798128,0.4421224358360067,0.00010963485050784921,300
9,7,2,0.7777777777777778,5.0,6.0,2304,ln_pr_normalized,0.42254906149791793,0.003490561986069141,0.012938412946699866,0.00045662460202684123,0.4403926108389167,0.00015578416288744955,300
9,7,2,0.7777777777777778,5.0,7.0,2304,ln_pr_normalized,0.39241978312629383,0.003402282537697794,0.010095465332393066,0.0003001238217665216,0.43829981058601336,0.00017163186864153983,300
9,7,2,0.7777777777777778,5.0,8.0,2304,ln_pr_normalized,0.3490243567992281,0.0036299457038422617,0.0073537245543577,0.00024769140167579356,0.4361160657599466,0.00017662495618609562,300
9,7,2,0.7777777777777778,5.0,9.0,2304,ln_pr_normalized,0.3223892463603575,0.003973912834618191,0.006131236479329067,0.00022518309662034782,0.4342964861803867,0.0001855929880043356,300
9,7,2,0.7777777777777778,5.0,10.0,2304,ln_pr_normalized,0.290183481888649,0.003528350042126391,0.0046384046819503335,0.00015410308973822683,0.43243367544158,0.0001832701275966597,300
9,7,2,0.7777777777777778,5.0,11.0,2304,ln_pr_normalized,0.27607724425818075,0.0038736091431520406,0.004256545188665546,0.00015868278987663957,0.43132966355837,0.00018636526846377757,300
9,7,2,0.7777777777777778,5.0,12.0,2304,ln_pr_normalized,0.25227702252539125,0.003825521886309489,0.0035289184220623298,0.00012710070207809287,0.4299799592304067,0.00018667482557858752,300
9,7,2,0.7777777777777778,5.0,13.0,2304,ln_pr_normalized,0.23929881435702743,0.003934370430937685,0.0032124527548907365,0.00011509812967502655,0.4293094512346,0.00020578408504861933,300
9,7,2,0.7777777777777778,5.0,14.0,2304,ln_pr_normalized,0.21622393211368154,0.0034314617401939047,0.00258642536419481,7.752094641119756e-05,0.42791440047345664,0.00017443978461868074,300
9,7,2,0.7777777777777778,5.0,15.0,2304,ln_pr_normalized,0.20570118663261516,0.0035376214980447082,0.0023948578584642,7.19909723654939e-05,0.4270318806274999,0.0001734724802995456,300
9,7,2,0.7777777777777778,6.0,1.0,2304,ln_pr_normalized,0.7403837185830856,0.0005307235002655529,0.13431293655217702,0.0005353260691675292,0.44235392384457006,1.3970803384793587e-05,300
9,7,2,0.7777777777777778,6.0,2.0,2304,ln_pr_normalized,0.6641345271970647,0.0021639569592013883,0.077283330659488,0.0012276651628811757,0.44247408631754337,3.197568196982976e-05,300
9,7,2,0.7777777777777778,6.0,3.0,2304,ln_pr_normalized,0.5629257730248762,0.003907941027520455,0.03882557498174477,0.0012134650276997452,0.4438213926243367,4.63281960788616e-05,300
9,7,2,0.7777777777777778,6.0,4.0,2304,ln_pr_normalized,0.47503653695935794,0.004243669900119684,0.020524401108635397,0.0008455295116094126,0.44450007788109,5.0890163083141876e-05,300
9,7,2,0.7777777777777778,6.0,5.0,2304,ln_pr_normalized,0.4106314111831639,0.004035325825192815,0.012288821625982566,0.000506314797899712,0.4440368331112766,6.955803065755096e-05,300
9,7,2,0.7777777777777778,6.0,6.0,2304,ln_pr_normalized,0.37238356558531005,0.003911088128660722,0.009167882320980633,0.000422039549814519,0.4427763076402234,0.00011777435872308008,300
9,7,2,0.7777777777777778,6.0,7.0,2304,ln_pr_normalized,0.3390488364617736,0.0035578735995905938,0.006794701156061766,0.0002344890003711369,0.44106420033372673,0.00016077712342765918,300
9,7,2,0.7777777777777778,6.0,8.0,2304,ln_pr_normalized,0.31710341642799195,0.0033363197087789213,0.0056237227447021665,0.00016637550293905598,0.43903937517931,0.0001739241206000759,300
