L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,8,2,6.0,5.0,1.0,2.2060105194439945,0.6850629640759381,0.4424128192831226,True
9,8,2,7.0,5.0,1.0,2.6505751314787007,0.5885332060492519,0.3904431154921676,True
9,8,2,8.0,5.0,1.0,2.9963200971479274,0.5221225229915837,0.36319824330179407,True
9,8,2,9.0,5.0,1.0,3.281431520796725,0.47479509581526436,0.34905066458988626,True
9,8,2,10.0,5.0,1.0,3.5255731655776525,0.43986174965159813,0.33471374454993974,True
9,8,2,1.0,6.0,1.0,-0.0,1.0,0.5714900174688032,True
9,8,2,2.0,6.0,1.0,0.1619272679316955,0.9982383852505873,0.5826748881102679,True
9,8,2,3.0,6.0,1.0,0.39691926822704837,0.9891075079729301,0.5641090367383318,True
9,8,2,4.0,6.0,1.0,0.7198294940657395,0.96320201976052,0.5259375417802071,True
9,8,2,5.0,6.0,1.0,1.1721301845208267,0.9013925145146728,0.4629167092811709,True
9,8,2,6.0,6.0,1.0,1.773134908060775,0.7826684606140136,0.3945672791542419,True
9,8,2,7.0,6.0,1.0,2.335344253036694,0.6560860245854766,0.3540146477799944,True
9,8,2,8.0,6.0,1.0,2.7512374130145334,0.5682533971539038,0.31983062391839384,True
9,8,2,9.0,6.0,1.0,3.0747227208310552,0.5084095399214363,0.29519388217523934,True
9,8,2,10.0,6.0,1.0,3.3420919947558114,0.4656355794499825,0.28970492981945173,True
9,8,2,1.0,7.0,1.0,-0.0,1.0,0.485148588152475,True
9,8,2,2.0,7.0,1.0,0.1315856458008709,0.9988415811720649,0.5097333116574322,True
9,8,2,3.0,7.0,1.0,0.3167759903889917,0.9931240847287448,0.48861700239449174,True
9,8,2,4.0,7.0,1.0,0.5600494986713279,0.9779760961390822,0.47157163224498616,True
9,8,2,5.0,7.0,1.0,0.8835042950528664,0.9441451406308905,0.42240101145055237,True
9,8,2,6.0,7.0,1.0,1.3282531483042501,0.8738734400754751,0.36430278614155487,True
9,8,2,7.0,7.0,1.0,1.908826415552748,0.7524063471624172,0.31297794893399505,True
9,8,2,8.0,7.0,1.0,2.4434719145743626,0.6323257210586414,0.2874871753290476,True
9,8,2,9.0,7.0,1.0,2.8364412540393955,0.5516736501222859,0.2597101306682732,True
