L,N,nmax,W_over_t,U_over_t,quantity,k,mean,stderr,n_disorder
7,4,4,1.2,0.525,S2_k,3,0.04236688559175186,0.0009842283105630076,100
7,4,4,1.2,0.53,S2_k,-3,0.0336035012040779,0.0010688308457195718,100
7,4,4,1.2,0.53,S2_k,-2,0.24420417345165935,0.003750702953475948,100
7,4,4,1.2,0.53,S2_k,-1,0.5862590422143357,0.004569399015213064,100
7,4,4,1.2,0.53,S2_k,0,1.1675492600940858,0.00628332012523357,100
7,4,4,1.2,0.53,S2_k,1,0.2797867359708471,0.005931928348166643,100
7,4,4,1.2,0.53,S2_k,2,0.13629059086432138,0.0025065006305033345,100
7,4,4,1.2,0.53,S2_k,3,0.04248465087289589,0.0009561488252527771,100
7,4,4,1.2,0.535,S2_k,-3,0.033506185068832746,0.0010584400888034432,100
7,4,4,1.2,0.535,S2_k,-2,0.24418231125277118,0.003738817969174635,100
7,4,4,1.2,0.535,S2_k,-1,0.5851824061043114,0.0046134557223502385,100
7,4,4,1.2,0.535,S2_k,0,1.1653082861266315,0.006304716992822276,100
7,4,4,1.2,0.535,S2_k,1,0.2784042841523425,0.005895949537756525,100
7,4,4,1.2,0.535,S2_k,2,0.13540434363214512,0.002510224886482683,100
7,4,4,1.2,0.535,S2_k,3,0.042579261429243974,0.0009471375021453531,100
7,4,4,1.2,0.54,S2_k,-3,0.03340869636949072,0.0010385252350951664,100
7,4,4,1.2,0.54,S2_k,-2,0.24468757794343737,0.003727066642183248,100
7,4,4,1.2,0.54,S2_k,-1,0.5836692276966766,0.004624079969679045,100
7,4,4,1.2,0.54,S2_k,0,1.1634818643795297,0.006315673816286403,100
7,4,4,1.2,0.54,S2_k,1,0.2754369694683524,0.005833153639800293,100
7,4,4,1.2,0.54,S2_k,2,0.13463551391903156,0.0024981963055602913,100
7,4,4,1.2,0.54,S2_k,3,0.042861818102621456,0.0009686072696742078,100
7,4,4,1.2,0.545,S2_k,-3,0.033308071698795155,0.0010279240024399145,100
7,4,4,1.2,0.545,S2_k,-2,0.24502598175479406,0.0036684421625772755,100
7,4,4,1.2,0.545,S2_k,-1,0.5820314218057301,0.004649541208599626,100
7,4,4,1.2,0.545,S2_k,0,1.1620375686526807,0.006364669801818552,100
7,4,4,1.2,0.545,S2_k,1,0.2731749571034419,0.005775583538537981,100
7,4,4,1.2,0.545,S2_k,2,0.13401205250246973,0.002492669664370862,100
7,4,4,1.2,0.545,S2_k,3,0.04285691433624397,0.0009526191367442684,100
7,4,4,1.2,0.55,S2_k,-3,0.03317041968542793,0.0009988160764359288,100
7,4,4,1.2,0.55,S2_k,-2,0.24564238783962405,0.0036281345046722292,100
7,4,4,1.2,0.55,S2_k,-1,0.5811276067075914,0.004672440112926393,100
7,4,4,1.2,0.55,S2_k,0,1.1601129642067942,0.00630294386600939,100
7,4,4,1.2,0.55,S2_k,1,0.27088268194574416,0.005722652049105563,100
7,4,4,1.2,0.55,S2_k,2,0.13327659379200374,0.00245142914129823,100
7,4,4,1.2,0.55,S2_k,3,0.042748405898095136,0.0009424785316176082,100
7,4,4,1.2,0.555,S2_k,-3,0.03300933598373626,0.0009937839437587563,100
7,4,4,1.2,0.555,S2_k,-2,0.24540369003393447,0.003637492683816669,100
7,4,4,1.2,0.555,S2_k,-1,0.5802510976539661,0.004678597636236111,100
7,4,4,1.2,0.555,S2_k,0,1.1586805817927437,0.006223490566384506,100
7,4,4,1.2,0.555,S2_k,1,0.2688065339667743,0.005581150998722578,100
7,4,4,1.2,0.555,S2_k,2,0.1326044178586616,0.0024550795240041684,100
7,4,4,1.2,0.555,S2_k,3,0.04269185781517528,0.0009270246878848372,100
7,4,4,1.2,0.56,S2_k,-3,0.03267134593789807,0.0009862807300209727,100
7,4,4,1.2,0.56,S2_k,-2,0.24558812275623954,0.003609089568306926,100
7,4,4,1.2,0.56,S2_k,-1,0.5797285462223997,0.0046789606705139476,100
7,4,4,1.2,0.56,S2_k,0,1.1568488144809563,0.006226594773472576,100
7,4,4,1.2,0.56,S2_k,1,0.26703935389604583,0.005558688231274884,100
7,4,4,1.2,0.56,S2_k,2,0.13179904129115408,0.0024287249851726507,100
7,4,4,1.2,0.56,S2_k,3,0.04270742238420358,0.0009191086125827143,100
7,4,4,1.2,0.5650000000000001,S2_k,-3,0.032511137979970905,0.0009812942386338433,100
7,4,4,1.2,0.5650000000000001,S2_k,-2,0.24581916218539113,0.0035648957538507373,100
7,4,4,1.2,0.5650000000000001,S2_k,-1,0.5788291682227186,0.004652523007876226,100
7,4,4,1.2,0.5650000000000001,S2_k,0,1.1546830172101143,0.006211728236334512,100
7,4,4,1.2,0.5650000000000001,S2_k,1,0.2649155918997449,0.00556729736706192,100
7,4,4,1.2,0.5650000000000001,S2_k,2,0.13102593411126784,0.00238994425318224,100
