L,nmax,U,W,N0,A,B,n_N
8,3,7.0,1.0,6.0,0.6207758627235587,-0.019264719163043308,5
8,3,7.0,2.0,6.0,0.5210528599142387,-0.018299010650792646,5
8,3,7.0,3.0,6.0,0.438196689840124,-0.019641385878994656,5
8,3,7.0,4.0,6.0,0.3725130157884466,-0.009779657752095338,5
8,3,7.0,5.0,6.0,0.3311948095751213,-0.0033352466182499985,5
8,3,7.0,6.0,6.0,0.30323245968255463,-0.0009105718419926579,5
8,3,7.0,7.0,6.0,0.2836929616207254,0.00019488352796132036,5
8,3,7.0,8.0,6.0,0.27183216975586,0.004315861285402012,5
8,3,7.0,9.0,6.0,0.263022057950912,0.0034493779787579835,5
8,3,7.0,10.0,6.0,0.2520573225277813,0.004661460386436661,5
8,3,7.0,11.0,6.0,0.24258541037303333,0.005440435447060665,5
8,3,7.0,12.0,6.0,0.23420642248412937,0.00716153754471866,5
8,3,7.0,13.0,6.0,0.22513911301902803,0.005694997941078678,5
8,3,7.0,14.0,6.0,0.21820951291048668,0.005574667344312656,5
8,3,7.0,15.0,6.0,0.20874087443387063,0.007434305481322673,5
8,3,8.0,0.1,6.0,0.67249183020889,-0.02068744391864963,5
8,3,8.0,0.25,6.0,0.6626332491437251,-0.020360692847447813,5
8,3,8.0,0.5,6.0,0.6493536186621536,-0.021171023689527613,5
8,3,8.0,0.75,6.0,0.629805752265864,-0.02263007267841961,5
8,3,8.0,1.0,6.0,0.606273988621888,-0.02330482010340935,5
8,3,8.0,2.0,6.0,0.5060539246878333,-0.024731199275958692,5
8,3,8.0,3.0,6.0,0.41278449881234264,-0.01842644648744931,5
8,3,8.0,4.0,6.0,0.3483950557650107,-0.014134701457710008,5
8,3,8.0,5.0,6.0,0.30904730608774533,-0.010539774672671342,5
8,3,8.0,6.0,6.0,0.27954151388478665,-0.00831449126377134,5
8,3,8.0,7.0,6.0,0.25496714327521863,-0.003349307982189342,5
8,3,8.0,8.0,6.0,0.24331387794190268,0.00016627730474201298,5
8,3,8.0,9.0,6.0,0.231474571592736,0.0014523515929706575,5
8,3,8.0,10.0,6.0,0.22694228492714136,0.0011614055688086544,5
8,3,8.0,11.0,6.0,0.21996310837823732,0.0023097863298360056,5
8,3,8.0,12.0,6.0,0.21388537669977334,0.002722593923094002,5
8,3,8.0,13.0,6.0,0.20671422983105336,0.004442889601210665,5
8,3,8.0,14.0,6.0,0.19866616134962797,0.006551481215874655,5
8,3,8.0,15.0,6.0,0.19217715048655865,0.007431420119889337,5
8,3,9.0,0.1,6.0,0.6621787075360895,-0.023840260166962612,5
8,3,9.0,0.25,6.0,0.6512338040063604,-0.023681366358227797,5
8,3,9.0,0.5,6.0,0.6374007183380634,-0.024870806586779426,5
8,3,9.0,0.75,6.0,0.6175000698134753,-0.026472723516638163,5
8,3,9.0,1.0,6.0,0.5915731027327921,-0.028453202037478052,5
8,3,9.0,2.0,6.0,0.49128935064994267,-0.02998663363224262,5
8,3,9.0,3.0,6.0,0.404329655659192,-0.025065432659460006,5
8,3,9.0,4.0,6.0,0.3383993752156666,-0.016579581518782693,5
8,3,9.0,5.0,6.0,0.2962685414435027,-0.011718056107732655,5
8,3,9.0,6.0,6.0,0.26162364531916665,-0.00938677968566135,5
8,3,9.0,7.0,6.0,0.240499245514512,-0.005387302229287322,5
8,3,9.0,8.0,6.0,0.22282360251880795,-0.004298049381303343,5
8,3,9.0,9.0,6.0,0.2140886162867787,-0.0010028138825779853,5
8,3,9.0,10.0,6.0,0.20705016626548395,-1.2712010787324646e-05,5
8,3,9.0,11.0,6.0,0.19891709575893068,0.000629248608599331,5
8,3,9.0,12.0,6.0,0.19459364718936134,0.0010404678794100008,5
8,3,9.0,13.0,6.0,0.19077630610087065,0.002762664397465986,5
8,3,9.0,14.0,6.0,0.18207130672087174,0.002798163581843471,5
8,3,9.0,15.0,6.0,0.18092087079169866,0.001946120891873998,5
8,3,10.0,0.1,6.0,0.6526012803645587,-0.026763213388099595,5
8,3,10.0,0.25,6.0,0.6413824509962425,-0.026837057296380952,5
8,3,10.0,0.5,6.0,0.626716538855824,-0.028339634135928615,5
8,3,10.0,0.75,6.0,0.6065562103131927,-0.02974813675077941,5
8,3,10.0,1.0,6.0,0.5815705305837027,-0.031057314689562653,5
8,3,10.0,2.0,6.0,0.4827240812950547,-0.03179514627563933,5
8,3,10.0,3.0,6.0,0.39885120023118004,-0.025978891325984667,5
8,3,10.0,4.0,6.0,0.32917004180006665,-0.01691624194832466,5
8,3,10.0,5.0,6.0,0.2850733024631667,-0.012538527494376662,5
8,3,10.0,6.0,6.0,0.25012044762290264,-0.01157943420998932,5
8,3,10.0,7.0,6.0,0.22899155670644666,-0.009442901475258675,5
8,3,10.0,8.0,6.0,0.20920275287523998,-0.006078249198564667,5
8,3,10.0,9.0,6.0,0.19579640369772536,-0.004987610671271336,5
8,3,10.0,10.0,6.0,0.19009623089006614,-0.0014857192001643926,5
8,3,10.0,11.0,6.0,0.181217875590768,0.0008255428144959942,5
8,3,10.0,12.0,6.0,0.178778058257836,-0.0009591824440853325,5
8,3,10.0,13.0,6.0,0.1733982493333604,0.0005906052244422754,5
8,3,10.0,14.0,6.0,0.17345368642619455,0.001311563613353195,5
8,3,10.0,15.0,6.0,0.16933942587186201,0.0024262592603634557,5
8,4,1.0,0.1,6.0,0.8794810619554772,0.013169648391021593,5
8,4,1.0,0.25,6.0,0.881312375073392,0.012282565146048752,5
8,4,1.0,0.5,6.0,0.8821130197580407,0.01143472242174921,5
