L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,9,2,8.0,4.0,1.0,3.2073056079785363,0.3985118911967381,0.5575959497426667,False
9,9,2,9.0,4.0,1.0,3.469378710489382,0.3374993572731213,0.5370779695274134,False
9,9,2,10.0,4.0,1.0,3.698515228347667,0.2890473375746262,0.51708570904853,False
9,9,2,1.0,5.0,1.0,-0.0,1.0,0.7802860359575167,False
9,9,2,2.0,5.0,1.0,0.20859138744682248,0.9970461921422602,0.7760295427351035,False
9,9,2,3.0,5.0,1.0,0.5247992826580157,0.980570315890531,0.7634153081363168,False
9,9,2,4.0,5.0,1.0,0.9837813498077098,0.929627512558293,0.71569336648077,False
9,9,2,5.0,5.0,1.0,1.609274670169283,0.8126895743449262,0.6519337632362066,False
9,9,2,6.0,5.0,1.0,2.206010519443994,0.6641907004398233,0.5729720785785567,False
9,9,2,7.0,5.0,1.0,2.6505751314787003,0.5433126760329875,0.5207509624196266,False
9,9,2,8.0,5.0,1.0,2.9963200971479274,0.45141475529468367,0.4816506614716266,False
9,9,2,9.0,5.0,1.0,3.2814315207967244,0.3806872577715843,0.4466571023183667,False
9,9,2,10.0,5.0,1.0,3.525573165577652,0.3251774030373003,0.43994579647433674,False
9,9,2,1.0,6.0,1.0,-0.0,1.0,0.6943329437210334,False
9,9,2,2.0,6.0,1.0,0.16192726793169562,0.9982322232126385,0.7108008445406934,False
9,9,2,3.0,6.0,1.0,0.39691926822704854,0.9890379695830875,0.6911982052409833,False
9,9,2,4.0,6.0,1.0,0.7198294940657396,0.9628366508708944,0.6567755259826099,False
9,9,2,5.0,6.0,1.0,1.1721301845208267,0.899722538798517,0.60419719233315,False
9,9,2,6.0,6.0,1.0,1.773134908060775,0.7746858750403957,0.52935612096656,False
9,9,2,7.0,6.0,1.0,2.335344253036694,0.6293040789831874,0.47409825439835335,False
9,9,2,8.0,6.0,1.0,2.751237413014534,0.5160820464821614,0.4244822221767933,False
9,9,2,9.0,6.0,1.0,3.0747227208310552,0.4314069946191938,0.39322731156744334,False
9,9,2,10.0,6.0,1.0,3.3420919947558114,0.3664251804790925,0.37697314394497333,False
9,9,2,1.0,7.0,1.0,-0.0,1.0,0.61778841317644,False
9,9,2,2.0,7.0,1.0,0.13158564580087115,0.9988380815008341,0.6288883092889334,False
9,9,2,3.0,7.0,1.0,0.3167759903889918,0.9930862497341013,0.6345763513729801,False
9,9,2,4.0,7.0,1.0,0.5600494986713281,0.9777973592803139,0.6018125087604868,False
9,9,2,5.0,7.0,1.0,0.8835042950528668,0.9434712510296609,0.5513482419459766,False
9,9,2,6.0,7.0,1.0,1.3282531483042501,0.8712938002906997,0.48305846612127673,False
9,9,2,7.0,7.0,1.0,1.908826415552748,0.7414221859037236,0.42412527037206665,False
9,9,2,8.0,7.0,1.0,2.4434719145743626,0.5998402699873084,0.3856325554200167,False
9,9,2,9.0,7.0,1.0,2.8364412540393955,0.4932899901925223,0.35848426983049336,False
9,9,2,10.0,7.0,1.0,3.1419110782977406,0.41458126481727875,0.3448644559331566,False
9,9,2,1.0,8.0,1.0,-0.0,1.0,0.5494682615965067,False
9,9,2,2.0,8.0,1.0,0.11046006883188272,0.9991839431053844,0.5635696859654367,False
9,9,2,3.0,8.0,1.0,0.26253258491527476,0.9952853409648469,0.5592672089468866,False
9,9,2,4.0,8.0,1.0,0.455942473739762,0.9854387213597134,0.5477647740926467,False
9,9,2,5.0,8.0,1.0,0.7019020198594124,0.9647103146662294,0.5101437744487466,False
9,9,2,6.0,8.0,1.0,1.0238605987241525,0.9236838635069453,0.4558470884457367,False
9,9,2,7.0,8.0,1.0,1.46132864748798,0.8446614205872629,0.40556080141622997,False
9,9,2,8.0,8.0,1.0,2.024635089008997,0.7119445374610762,0.3603514891960433,False
9,9,2,9.0,8.0,1.0,2.5366523108705867,0.5743737747989667,0.3369001600910367,False
9,9,2,10.0,8.0,1.0,2.910784806122532,0.4736552365482987,0.30796073368869664,False
9,9,2,1.0,9.0,1.0,-0.0,1.0,0.49325398759232997,False
9,9,2,2.0,9.0,1.0,0.09498324047552095,0.999398101451926,0.5069131291271066,False
9,9,2,3.0,9.0,1.0,0.22362533126029888,0.9965977321965411,0.5001784861424966,False
9,9,2,4.0,9.0,1.0,0.3834274971466761,0.9897868126311611,0.49272812237285335,False
9,9,2,5.0,9.0,1.0,0.5801444908688479,0.9761312905959866,0.45664574556250337,False
9,9,2,6.0,9.0,1.0,0.8266687049428527,0.9506546675210039,0.4180767582060333,False
9,9,2,7.0,9.0,1.0,1.1464222595129274,0.9040950798522552,0.38183106830700664,False
9,9,2,8.0,9.0,1.0,1.5771678173034926,0.8198270558285116,0.34293866534368,False
9,9,2,9.0,9.0,1.0,2.1256692481755683,0.6855480289247244,0.30400686217375666,False
9,9,2,10.0,9.0,1.0,2.6186932004633863,0.5519867730348375,0.28183135413531,False
9,9,2,1.0,10.0,1.0,-0.0,1.0,0.44852840237041997,False
9,9,2,2.0,10.0,1.0,0.08319478250067003,0.9995391202593124,0.44743096901853335,False
9,9,2,3.0,10.0,1.0,0.19446382667207668,0.9974380344654084,0.45432784083358,False
9,9,2,4.0,10.0,1.0,0.3302618783408102,0.9924720948779521,0.4543320769299766,False
9,9,2,5.0,10.0,1.0,0.4934778487908559,0.9828745811743358,0.42295916521015003,False
9,9,2,6.0,10.0,1.0,0.6915243011435583,0.9657724402589937,0.39066582017831336,False
9,9,2,7.0,10.0,1.0,0.9377039677152388,0.9361724704256008,0.3610726493128533,False
9,9,2,8.0,10.0,1.0,1.2550426353916033,0.8850183557964343,0.32867751156074,False
9,9,2,9.0,10.0,1.0,1.6796591539396388,0.7966787663104572,0.29545177307704,False
9,9,2,10.0,10.0,1.0,2.2152947817452517,0.6617049632946351,0.27294999553848,False
